Modality1,StimulusType1,WordCue1,WordCue1Swedish,Stimulus_file1,Modality2,StimulusType2,WordCue2,WordCue2Swedish,Stimulus_file2,Random,OdorTrigger,Modality,Stimulustype,Target,Cue,SoundFile,Match,ImageFile,Correct,SmellText,nRepOne,nRepTwo,nRepThree,nRepFour,SwedishSoundFile,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,VisualPracticeLoop.thisRepN,VisualPracticeLoop.thisTrialN,VisualPracticeLoop.thisN,VisualPracticeLoop.thisIndex,OlfactoryPracticeLoop.thisRepN,OlfactoryPracticeLoop.thisTrialN,OlfactoryPracticeLoop.thisN,OlfactoryPracticeLoop.thisIndex,routineController.thisRepN,routineController.thisTrialN,routineController.thisN,routineController.thisIndex,routineOne.thisRepN,routineOne.thisTrialN,routineOne.thisN,routineOne.thisIndex,routineTwo.thisRepN,routineTwo.thisTrialN,routineTwo.thisN,routineTwo.thisIndex,routineThree.thisRepN,routineThree.thisTrialN,routineThree.thisN,routineThree.thisIndex,innerThree.thisRepN,innerThree.thisTrialN,innerThree.thisN,innerThree.thisIndex,routineFour.thisRepN,routineFour.thisTrialN,routineFour.thisN,routineFour.thisIndex,innerFour.thisRepN,innerFour.thisTrialN,innerFour.thisN,innerFour.thisIndex,innerTwo.thisRepN,innerTwo.thisTrialN,innerTwo.thisN,innerTwo.thisIndex,innerOne.thisRepN,innerOne.thisTrialN,innerOne.thisN,innerOne.thisIndex,RatingInstructions_1_KeyResponse.keys,RatingInstructions_1_KeyResponse.rt,RatingInstructions_2_KeyResponse.keys,RatingInstructions_2_KeyResponse.rt,RatingInstructions_3_KeyResponse.keys,RatingInstructions_3_KeyResponse.rt,IntensitySlider_VisualRating.response,IntensitySlider_VisualRating.rt,QualitySlider_VisualRating.response,QualitySlider_VisualRating.rt,FruitSlider_VisualRating.response,FruitSlider_VisualRating.rt,FlowerSlider_VisualRating.response,FlowerSlider_VisualRating.rt,IntensitySlider_OlfactoryRating.response,IntensitySlider_OlfactoryRating.rt,QualitySlider_OlfactoryRating.response,QualitySlider_OlfactoryRating.rt,FruitSlider_OlfactoryRating.response,FruitSlider_OlfactoryRating.rt,FlowerSlider_OlfactoryRating.response,FlowerSlider_OlfactoryRating.rt,VisualPractice_KeyResponse.keys,VisualPractice_KeyResponse.rt,KeyResponse_VisualPractice.keys,KeyResponse_VisualPractice.corr,KeyResponse_VisualPractice.rt,OlfactoryPractice_KeyResponse.keys,OlfactoryPractice_KeyResponse.rt,KeyResponse_OlfactoryPractice.keys,KeyResponse_OlfactoryPractice.corr,KeyResponse_OlfactoryPractice.rt,ExperimentInstructions_KeyResponse.keys,ExperimentInstructions_KeyResponse.rt,Instructions_OlfactoryObject_KeyResponse.keys,Instructions_OlfactoryObject_KeyResponse.rt,KeyResponse_OlfactoryObject.keys,KeyResponse_OlfactoryObject.corr,KeyResponse_OlfactoryObject.rt,SPACEBAR2_OlfactoryObject.keys,SPACEBAR2_OlfactoryObject.rt,SPACEBAR_VisualStimuli.keys,SPACEBAR_VisualStimuli.rt,Two_VisualObject.started,Two_VisualObject.stopped,KeyResponse_VisualObject.keys,KeyResponse_VisualObject.corr,KeyResponse_VisualObject.rt,VisualObject_Feedbacktext.started,VisualObject_Feedbacktext.stopped,SPACEBAR2_VisualStimuli.keys,SPACEBAR2_VisualStimuli.rt,Wait_OlfactoryCategory_Instructions.started,Wait_OlfactoryCategory_Instructions.stopped,Instructions_OlfactoryCategory_KeyResponse.keys,Instructions_OlfactoryCategory_KeyResponse.rt,KeyResponse_OlfactoryCategory.keys,KeyResponse_OlfactoryCategory.corr,KeyResponse_OlfactoryCategory.rt,SPACEBAR2_OlfactoryCategory.keys,SPACEBAR2_OlfactoryCategory.rt,SPACEBAR_VisualCategory.keys,SPACEBAR_VisualCategory.rt,KeyResponse_VisualCategory.keys,KeyResponse_VisualCategory.corr,KeyResponse_VisualCategory.rt,SPACEBAR2_VisualCategory.keys,SPACEBAR2_VisualCategory.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.821472237,1,OlfactoryStimulus,Fruit,Lemon,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,None,m,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.317012676037848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.578331361,8,OlfactoryStimulus,Flower,Lavender,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,None,m,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.7169341864064336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.401689977,4,OlfactoryStimulus,Flower,Lilac,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,None,m,Lilac,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.56696603493765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.291581294,8,OlfactoryStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,None,n,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.1670016576536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.797112168,1,OlfactoryStimulus,Fruit,Lemon,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,None,m,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,2.2836363748647273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.894871366,2,OlfactoryStimulus,Fruit,Pear,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,None,m,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.2500427165068686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.969972311,8,OlfactoryStimulus,Flower,Lavender,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,None,m,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.600347166415304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.708795238,4,OlfactoryStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,None,n,Lilac,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,1.4504104116931558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.770761314,2,OlfactoryStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,None,n,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.9171310146339238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.509341102,8,OlfactoryStimulus,Flower,Lavender,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,None,m,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.6169695067219436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.533403182,1,OlfactoryStimulus,Fruit,Lemon,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,None,m,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.583765882998705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.507611364,2,OlfactoryStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,None,n,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.566990185994655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.6169670918025076,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.578721445,8,OlfactoryStimulus,Flower,Lavender,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,None,m,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.533331320621073,m,1,1.5669787139631808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.928209553,2,OlfactoryStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,None,n,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.4669916951097548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.114180268,4,OlfactoryStimulus,Flower,Lilac,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,None,m,Lilac,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.0670550907962024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.209964999,8,OlfactoryStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,None,n,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.4336093557067215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.269093646,1,OlfactoryStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,None,n,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,2.0502878464758396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.217860903,2,OlfactoryStimulus,Fruit,Pear,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,None,m,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.8336606761440635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.676179798,8,OlfactoryStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,None,n,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,0,3.0502866385504603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.869675807,2,OlfactoryStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,None,n,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.6002662619575858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.716187342,1,OlfactoryStimulus,Fruit,Lemon,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,None,m,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.767017959151417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.563388073,8,OlfactoryStimulus,Flower,Lavender,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,None,m,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.5172867868095636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.716152908,1,OlfactoryStimulus,Fruit,Lemon,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,None,m,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.7336875437758863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.161272773,4,OlfactoryStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,None,n,Lilac,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.0502630919218063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.894683287,1,OlfactoryStimulus,Fruit,Lemon,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,None,m,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,2.616977355442941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.892948395,8,OlfactoryStimulus,Flower,Lavender,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,None,m,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.1169818839989603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.309061518,4,OlfactoryStimulus,Flower,Lilac,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,None,m,Lilac,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,2.2836611294187605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.052888424,8,OlfactoryStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,None,n,Lavender,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.800269884057343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.513882443,2,OlfactoryStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,None,n,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.533707468304783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.831469849,4,OlfactoryStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,None,n,Lilac,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,2.567035468760878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.816173003,2,OlfactoryStimulus,Fruit,Pear,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,None,m,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.4667544141411781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.402112813,1,OlfactoryStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,None,n,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.8169664880260825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.623802364,4,OlfactoryStimulus,Flower,Lilac,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,None,m,Lilac,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.6002523750066757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.328160013,2,OlfactoryStimulus,Fruit,Pear,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,None,m,Pear,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.6836931286379695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.406980911,1,OlfactoryStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,None,n,Lemon,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,2.25027033733204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.265114775,4,OlfactoryStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,None,n,Lilac,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.3170748641714454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3673409749753773,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,,,,,,,,,,,,0,0,2,0,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.639852978,,VisualStimulus,Fruit,Pear,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,15.583180831745267,1382.148569220677,1382.548564994242,m,1,0.6836870913393795,1386.481767712161,1386.9817396369763,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.193844776,,VisualStimulus,Fruit,Lemon,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.6482187332585,1393.0481420545839,m,1,0.6669699596241117,1396.964721828699,1397.4646689989604,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
,,,,,,,,,,0.032691527,,VisualStimulus,Fruit,Pear,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.1478622080758,1403.5478241704404,m,1,0.4503687513060868,1407.247732095886,1407.7476762472652,,,,,,,,,,,,,,,,,,,131,001,2019_Aug_09_1359,Experiment 1_July3,3.1.0,59.998949486529135,
