Modality1,StimulusType1,WordCue1,WordCue1Swedish,Stimulus_file1,Modality2,StimulusType2,WordCue2,WordCue2Swedish,Stimulus_file2,Random,OdorTrigger,Modality,Stimulustype,Target,Cue,SoundFile,Match,ImageFile,Correct,SmellText,nRepOne,nRepTwo,nRepThree,nRepFour,SwedishSoundFile,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,VisualPracticeLoop.thisRepN,VisualPracticeLoop.thisTrialN,VisualPracticeLoop.thisN,VisualPracticeLoop.thisIndex,OlfactoryPracticeLoop.thisRepN,OlfactoryPracticeLoop.thisTrialN,OlfactoryPracticeLoop.thisN,OlfactoryPracticeLoop.thisIndex,routineController.thisRepN,routineController.thisTrialN,routineController.thisN,routineController.thisIndex,routineOne.thisRepN,routineOne.thisTrialN,routineOne.thisN,routineOne.thisIndex,routineTwo.thisRepN,routineTwo.thisTrialN,routineTwo.thisN,routineTwo.thisIndex,routineThree.thisRepN,routineThree.thisTrialN,routineThree.thisN,routineThree.thisIndex,routineFour.thisRepN,routineFour.thisTrialN,routineFour.thisN,routineFour.thisIndex,innerFour.thisRepN,innerFour.thisTrialN,innerFour.thisN,innerFour.thisIndex,innerTwo.thisRepN,innerTwo.thisTrialN,innerTwo.thisN,innerTwo.thisIndex,innerThree.thisRepN,innerThree.thisTrialN,innerThree.thisN,innerThree.thisIndex,innerOne.thisRepN,innerOne.thisTrialN,innerOne.thisN,innerOne.thisIndex,RatingInstructions_1_KeyResponse.keys,RatingInstructions_1_KeyResponse.rt,RatingInstructions_2_KeyResponse.keys,RatingInstructions_2_KeyResponse.rt,RatingInstructions_3_KeyResponse.keys,RatingInstructions_3_KeyResponse.rt,IntensitySlider_VisualRating.response,IntensitySlider_VisualRating.rt,QualitySlider_VisualRating.response,QualitySlider_VisualRating.rt,FruitSlider_VisualRating.response,FruitSlider_VisualRating.rt,FlowerSlider_VisualRating.response,FlowerSlider_VisualRating.rt,IntensitySlider_OlfactoryRating.response,IntensitySlider_OlfactoryRating.rt,QualitySlider_OlfactoryRating.response,QualitySlider_OlfactoryRating.rt,FruitSlider_OlfactoryRating.response,FruitSlider_OlfactoryRating.rt,FlowerSlider_OlfactoryRating.response,FlowerSlider_OlfactoryRating.rt,VisualPractice_KeyResponse.keys,VisualPractice_KeyResponse.rt,KeyResponse_VisualPractice.keys,KeyResponse_VisualPractice.corr,KeyResponse_VisualPractice.rt,OlfactoryPractice_KeyResponse.keys,OlfactoryPractice_KeyResponse.rt,KeyResponse_OlfactoryPractice.keys,KeyResponse_OlfactoryPractice.corr,KeyResponse_OlfactoryPractice.rt,ExperimentInstructions_KeyResponse.keys,ExperimentInstructions_KeyResponse.rt,SPACEBAR_VisualStimuli.keys,SPACEBAR_VisualStimuli.rt,Two_VisualObject.started,Two_VisualObject.stopped,KeyResponse_VisualObject.keys,KeyResponse_VisualObject.corr,KeyResponse_VisualObject.rt,VisualObject_Feedbacktext.started,VisualObject_Feedbacktext.stopped,SPACEBAR2_VisualStimuli.keys,SPACEBAR2_VisualStimuli.rt,Wait_OlfactoryCategory_Instructions.started,Wait_OlfactoryCategory_Instructions.stopped,Instructions_OlfactoryCategory_KeyResponse.keys,Instructions_OlfactoryCategory_KeyResponse.rt,KeyResponse_OlfactoryCategory.keys,KeyResponse_OlfactoryCategory.corr,KeyResponse_OlfactoryCategory.rt,SPACEBAR2_OlfactoryCategory.keys,SPACEBAR2_OlfactoryCategory.rt,Instructions_OlfactoryObject_KeyResponse.keys,Instructions_OlfactoryObject_KeyResponse.rt,KeyResponse_OlfactoryObject.keys,KeyResponse_OlfactoryObject.corr,KeyResponse_OlfactoryObject.rt,SPACEBAR2_OlfactoryObject.keys,SPACEBAR2_OlfactoryObject.rt,SPACEBAR_VisualCategory.keys,SPACEBAR_VisualCategory.rt,KeyResponse_VisualCategory.keys,KeyResponse_VisualCategory.corr,KeyResponse_VisualCategory.rt,SPACEBAR2_VisualCategory.keys,SPACEBAR2_VisualCategory.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.052499477,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.7617035927251,907.1617144607008,n,1,0.783689808100462,911.194847443141,911.6948731038719,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.81174948,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.2613929538056,917.6613428406417,n,1,0.4836901091039181,921.3945183893666,921.8945138612762,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.235445037,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.7609603535384,928.1610026173294,n,1,0.4500813577324152,931.8607964310795,932.3608559025452,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.102697668,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.2606177153066,938.6605839049444,n,1,0.4337132042273879,942.343845942989,942.8437919057906,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.773101503,,VisualStimulus,Fruit,Lemon,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.760280511342,949.1602611904964,m,1,0.6003948645666242,953.0101650403813,953.5101478332654,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.972598533,,VisualStimulus,Flower,Lavender,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.2599620232359,959.6599414953962,m,1,0.5670879958197474,963.4764509303495,963.9764663269743,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.10337173,,VisualStimulus,Fruit,Pear,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.7596272341907,970.159582555294,m,1,0.5503853550180793,973.9594509340823,974.4595387820154,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.195167838,,VisualStimulus,Fruit,Lemon,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.2592097287998,980.659235086292,m,1,0.6003749398514628,984.5091455783695,985.0091235404834,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.237915056,,VisualStimulus,Flower,Lavender,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.7589063346386,991.1588773541152,m,1,0.5341572752222419,994.9420762984082,995.4420452043414,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.352954497,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.2585178101435,1001.6585588660091,n,1,0.6837824862450361,1005.591752528213,1006.0917208297178,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.544953078,,VisualStimulus,Fruit,Lemon,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.75820596423,1012.1581902662292,m,1,0.5337473172694445,1015.9413668708876,1016.441381663084,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.020608259,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.2579931356013,1022.6578409858048,n,1,0.6004836177453399,1026.5077339680865,1027.0076980441809,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.248668007,,VisualStimulus,Fruit,Pear,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.7574518574402,1033.157457895577,m,1,0.7837115442380309,1037.190703178756,1037.6906431037933,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.266551849,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.2571538975462,1043.6571375960484,n,1,0.5171044496819377,1047.4236695216969,1047.9236438618973,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4174162959679961,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.111592559,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.93344603665173,1068.3229978298768,1068.7229597922415,n,1,0.5837682979181409,1072.5395809253678,1073.0394979072735,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.336311093,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.8059682482854,1079.2059368519112,n,1,0.4674155404791236,1082.9224810041487,1083.422489758581,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.276059375,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.3055616104975,1089.705577308312,m,0,0.9836282236501575,1093.938844931312,1094.438788479194,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.579466739,,VisualStimulus,Flower,Lavender,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.805290820077,1100.2052026698366,m,1,0.6170322988182306,1104.0718043316156,1104.571785312146,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.959017289,,VisualStimulus,Flower,Lilac,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.304867880419,1110.704890823923,m,1,0.5670125251635909,1114.5214594285935,1115.0214325608686,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.206367975,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.804528865032,1121.2045113556087,n,1,0.5337533550336957,1124.9877314325422,1125.4877589037642,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.712266672,,VisualStimulus,Fruit,Pear,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.3041874337941,1131.704218226485,m,1,0.7836644491180778,1135.7373512089252,1136.2373992092907,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.464705812,,VisualStimulus,Fruit,Lemon,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.8038538526744,1142.2038689460605,m,1,0.567078335210681,1146.0204109856859,1146.5203714389354,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.18469442,,VisualStimulus,Flower,Lavender,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.3034719694406,1152.703491893597,m,1,0.48342022579163313,1156.4367229882628,1156.936754686758,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.429538319,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.8031498584896,1163.20316434931,n,1,0.600390637293458,1167.053013860248,1167.553031670861,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.847533616,,VisualStimulus,Flower,Lavender,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.3028325783089,1173.702796352096,m,1,0.6503705624490976,1177.6026499383152,1178.1026309197769,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.314152289,,VisualStimulus,Flower,Lilac,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.802439223975,1184.2024253373966,n,0,0.5003999965265393,1187.9523403570056,1188.45239982754,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.259000831,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.3022088864818,1194.7020990001038,n,1,0.5170959960669279,1198.468713642098,1198.9686312275007,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.800755209,,VisualStimulus,Flower,Lilac,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.8017829274759,1205.2017684374005,m,1,0.5836753183975816,1209.0349086653441,1209.5348974959925,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.832379321,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.3014342514798,1215.701417949982,n,1,0.5836765253916383,1219.534624592401,1220.0345578761771,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.590182826,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.8010734999552,1226.2010988583788,n,1,0.5837199967354536,1230.0342288222164,1230.5342279169708,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.848719833,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.3007356915623,1236.7006879942492,n,1,0.48372512869536877,1240.4339015800506,1240.9339248249307,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.475087751,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.8003785628825,1247.200367695652,n,1,0.4836973547935486,1250.9335529040545,1251.4335453566164,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.167760704,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.3000335097313,1257.7000214345753,n,1,0.4504719963297248,1261.39989796374,1261.8998747188598,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.245344217,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.799757285975,1268.1996317021549,n,1,0.500418109819293,1271.9495455138385,1272.4495228724554,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
,,,,,,,,,,0.399005103,,VisualStimulus,Fruit,Lemon,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.2993385726586,1278.6993107991293,m,1,0.6336419600993395,1282.582526951097,1283.0825024982914,,,,,,,,,,,,,,,,,,,,,,,,,,145,001,2019_Aug_26_1008,Experiment 1_July3,3.1.0,60.00068821802371,
