Modality1,StimulusType1,WordCue1,WordCue1Swedish,Stimulus_file1,Modality2,StimulusType2,WordCue2,WordCue2Swedish,Stimulus_file2,Random,OdorTrigger,Modality,Stimulustype,Target,Cue,SoundFile,Match,ImageFile,Correct,SmellText,nRepOne,nRepTwo,nRepThree,nRepFour,SwedishSoundFile,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,VisualPracticeLoop.thisRepN,VisualPracticeLoop.thisTrialN,VisualPracticeLoop.thisN,VisualPracticeLoop.thisIndex,OlfactoryPracticeLoop.thisRepN,OlfactoryPracticeLoop.thisTrialN,OlfactoryPracticeLoop.thisN,OlfactoryPracticeLoop.thisIndex,routineController.thisRepN,routineController.thisTrialN,routineController.thisN,routineController.thisIndex,routineOne.thisRepN,routineOne.thisTrialN,routineOne.thisN,routineOne.thisIndex,routineTwo.thisRepN,routineTwo.thisTrialN,routineTwo.thisN,routineTwo.thisIndex,routineThree.thisRepN,routineThree.thisTrialN,routineThree.thisN,routineThree.thisIndex,routineFour.thisRepN,routineFour.thisTrialN,routineFour.thisN,routineFour.thisIndex,innerFour.thisRepN,innerFour.thisTrialN,innerFour.thisN,innerFour.thisIndex,innerOne.thisRepN,innerOne.thisTrialN,innerOne.thisN,innerOne.thisIndex,innerThree.thisRepN,innerThree.thisTrialN,innerThree.thisN,innerThree.thisIndex,innerTwo.thisRepN,innerTwo.thisTrialN,innerTwo.thisN,innerTwo.thisIndex,RatingInstructions_1_KeyResponse.keys,RatingInstructions_1_KeyResponse.rt,RatingInstructions_2_KeyResponse.keys,RatingInstructions_2_KeyResponse.rt,RatingInstructions_3_KeyResponse.keys,RatingInstructions_3_KeyResponse.rt,IntensitySlider_VisualRating.response,IntensitySlider_VisualRating.rt,QualitySlider_VisualRating.response,QualitySlider_VisualRating.rt,FruitSlider_VisualRating.response,FruitSlider_VisualRating.rt,FlowerSlider_VisualRating.response,FlowerSlider_VisualRating.rt,IntensitySlider_OlfactoryRating.response,IntensitySlider_OlfactoryRating.rt,QualitySlider_OlfactoryRating.response,QualitySlider_OlfactoryRating.rt,FruitSlider_OlfactoryRating.response,FruitSlider_OlfactoryRating.rt,FlowerSlider_OlfactoryRating.response,FlowerSlider_OlfactoryRating.rt,VisualPractice_KeyResponse.keys,VisualPractice_KeyResponse.rt,KeyResponse_VisualPractice.keys,KeyResponse_VisualPractice.corr,KeyResponse_VisualPractice.rt,OlfactoryPractice_KeyResponse.keys,OlfactoryPractice_KeyResponse.rt,KeyResponse_OlfactoryPractice.keys,KeyResponse_OlfactoryPractice.corr,KeyResponse_OlfactoryPractice.rt,ExperimentInstructions_KeyResponse.keys,ExperimentInstructions_KeyResponse.rt,SPACEBAR_VisualStimuli.keys,SPACEBAR_VisualStimuli.rt,Two_VisualObject.started,Two_VisualObject.stopped,KeyResponse_VisualObject.keys,KeyResponse_VisualObject.corr,KeyResponse_VisualObject.rt,VisualObject_Feedbacktext.started,VisualObject_Feedbacktext.stopped,SPACEBAR2_VisualStimuli.keys,SPACEBAR2_VisualStimuli.rt,SPACEBAR_VisualCategory.keys,SPACEBAR_VisualCategory.rt,KeyResponse_VisualCategory.keys,KeyResponse_VisualCategory.corr,KeyResponse_VisualCategory.rt,SPACEBAR2_VisualCategory.keys,SPACEBAR2_VisualCategory.rt,Instructions_OlfactoryObject_KeyResponse.keys,Instructions_OlfactoryObject_KeyResponse.rt,KeyResponse_OlfactoryObject.keys,KeyResponse_OlfactoryObject.corr,KeyResponse_OlfactoryObject.rt,SPACEBAR2_OlfactoryObject.keys,SPACEBAR2_OlfactoryObject.rt,Wait_OlfactoryCategory_Instructions.started,Wait_OlfactoryCategory_Instructions.stopped,Instructions_OlfactoryCategory_KeyResponse.keys,Instructions_OlfactoryCategory_KeyResponse.rt,KeyResponse_OlfactoryCategory.keys,KeyResponse_OlfactoryCategory.corr,KeyResponse_OlfactoryCategory.rt,SPACEBAR2_OlfactoryCategory.keys,SPACEBAR2_OlfactoryCategory.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,0.089659222,,VisualStimulus,Fruit,Pear,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.6654126395297,877.0654955973441,m,1,0.5836448778572958,880.8986025174963,881.3987039506028,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.967412012,,VisualStimulus,Fruit,Lemon,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.1650564161246,887.5650319031265,m,1,0.6503715591388755,891.4650333521713,891.9648848251381,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.003132638,,VisualStimulus,Flower,Lilac,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.6647303811624,898.0646986229403,m,1,0.4003739742038306,901.7145708655298,902.2145569788408,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.046287394,,VisualStimulus,Fruit,Pear,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.1643638936803,908.5643804369611,m,1,0.6670114184671547,912.4809360102226,912.9809239348397,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.93257701,,VisualStimulus,Fruit,Lemon,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.664031821012,919.064024213556,m,1,0.6170308598084375,922.9305907753878,923.4305829264049,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.051401431,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.163655069482,929.5636655750568,n,1,0.66708930459572,933.4802465066023,933.9802628083562,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.223485175,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.66330186493,940.0633304835646,m,0,0.8337457072047982,944.1465539310302,944.6465128747805,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.137857448,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.1630199050414,950.5629784865305,n,1,0.3669095023360569,954.1795969724772,954.6795438408444,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.260032578,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.6626763607783,961.0626325272024,n,1,0.4504106833192054,964.7624817058386,965.2624992151104,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.490405248,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.1623255712911,971.5623324542539,n,1,0.41698726773029193,975.2288638767786,975.7289164046524,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.347981906,,VisualStimulus,Flower,Lilac,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.6620448189497,982.0619230992161,m,1,0.4671060893451795,985.7785123627691,986.2784984761092,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.288066896,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.161609501869,992.5615898190299,n,1,0.46702880700468086,996.2782014220138,996.7781138755672,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.766771743,,VisualStimulus,Flower,Lavender,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.6612919196486,1003.0612758594216,m,1,0.48379726902931,1006.7944319263333,1007.2944373602513,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.909312801,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.1609737336694,1013.5609419754473,n,1,0.6003638308902737,1017.4107998483523,1017.9107829428394,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.7169400530401617,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.788874217,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.016694198508048,1041.5933939275565,1041.9933343959856,n,1,0.36701697314856574,1045.6099039766705,1046.1098508450377,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.543167121,,VisualStimulus,Flower,Lavender,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0929791386006,1052.493048813485,m,1,0.6836905227683019,1056.4261844730063,1056.9261005492008,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.024412772,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.5926114436006,1062.9925953833445,n,1,0.4836988547758665,1066.725771978381,1067.225792506506,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.841279635,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.0922962764453,1073.4922572729993,n,1,0.3504386981658172,1077.0922075224807,1077.5921097119863,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.345122993,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.591947902023,1083.991932445555,n,1,0.6336483797349501,1087.8750803012226,1088.3750627919217,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.620749452,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.09159530123,1094.491582863615,n,1,0.40039087971672416,1098.1414587288164,1098.6414424270624,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.100968982,,VisualStimulus,Fruit,Lemon,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.591217342182,1104.9912489796407,m,1,0.48407681385288015,1108.7244134992943,1109.224462404556,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.765125609,,VisualStimulus,Fruit,Pear,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.0908997599618,1115.4908879260765,m,1,0.5670436597138178,1119.3074244202871,1119.8074135524512,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.273255146,,VisualStimulus,Flower,Lilac,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.5905489704746,1125.9905087594816,m,1,0.416984248906374,1129.657083049562,1130.1570709742082,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.354191268,,VisualStimulus,Flower,Lavender,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.0902018035995,1136.4901211401157,m,1,0.483697647228837,1140.2234414320556,1140.7233285273542,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.46553488,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.5898612781602,1146.989846425451,n,1,0.5837819333246443,1150.8230433071149,1151.3230759106227,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.867209277,,VisualStimulus,Flower,Lilac,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.0894778851653,1157.4895735220925,m,1,0.7503882231540047,1161.4894129197055,1161.9893495239958,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.056780899,,VisualStimulus,Fruit,Pear,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.589164529345,1167.9891430351709,n,1,0.36701214298955165,1171.6056395598862,1172.1056389561272,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.796587682,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.0888227963878,1178.4888218303386,n,1,0.5669947544520255,1182.3053202871233,1182.8052689667966,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.991716425,,VisualStimulus,Fruit,Pear,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\pear.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.5884689880477,1188.9884565504035,m,1,0.4337931633926928,1192.6716719073884,1193.1716906242073,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.661995949,,VisualStimulus,Fruit,Lemon,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.0881568397454,1199.4881148174463,n,1,0.367170934099704,1203.1047025111911,1203.6046765491483,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.844929412,,VisualStimulus,Flower,Lavender,Lavender,C:\Users\subic\Desktop\Experiment 1\Sounds\LAVENDER.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.5877818995214,1209.9877247830154,n,1,0.4170488521049265,1213.65429243166,1214.1542664696171,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.575037367,,VisualStimulus,Flower,Lilac,Lilac,C:\Users\subic\Desktop\Experiment 1\Sounds\LILAC.wav,yes,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,n,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.087453449465,1220.4873588993214,n,1,0.45041792854317464,1224.1873439258488,1224.6872799264092,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.854093983,,VisualStimulus,Fruit,Lemon,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lemon.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.587077905453,1230.9870884110278,m,1,0.5503633478656411,1234.7869494235201,1235.286970555433,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.386168438,,VisualStimulus,Flower,Lilac,Lemon,C:\Users\subic\Desktop\Experiment 1\Sounds\LEMON.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lilac.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.086693908699,1241.486689923826,m,1,0.48409251181874424,1245.2199377635552,1245.7199154241243,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
,,,,,,,,,,0.600984103,,VisualStimulus,Flower,Lavender,Pear,C:\Users\subic\Desktop\Experiment 1\Sounds\PEAR.wav,no,C:\Users\subic\Desktop\Experiment 1\Images\lavender.jpg,m,,0,0,0,2,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.5863775340258,1251.9863729453937,m,1,0.46703725974657573,1255.7028746625,1256.202890360495,,,,,,,,,,,,,,,,,,,,,,,,,,155,001,2019_Sep_05_1105,Experiment 1_July3,3.1.0,60.023048652351086,
